,step,n_samples,n_centers,jitter,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
44,4,600,2,0.15,0.2,4,1.2403838839530785,0.8775608318466147,0.3979925500305526,0.005573428427158885,0.4283288882535903,0.4467761201821069
45,5,600,2,0.15,0.2,4,1.2482709444938533,0.8620770913689543,0.39385150927117035,0.003486417273064734,0.44304238992171213,0.44658864923251235
46,6,600,2,0.15,0.2,4,1.2487022493554212,0.8706396397493855,0.3693495833239949,0.004422675049265009,0.4373417421093798,0.46533628657501175
47,7,600,2,0.15,0.2,4,1.2579182709292656,0.5261231359527528,0.3853456561266835,0.011147838326148204,0.4283288882535903,0.44193509847719425
48,8,600,2,0.15,0.2,4,1.2498865690684828,0.49109398920476843,0.3774686458921965,0.06475059680566765,0.44649500540875553,0.46533628657501175
49,9,600,2,0.15,0.2,4,1.243670573987773,0.9199181684532514,0.38600372199296734,-0.000629431815976078,0.4373417421093797,0.4328511764412396
50,0,800,2,0.15,0.2,4,1.2477940567526733,0.6157839209600134,0.36217399828119556,0.0015512450161770806,0.40236292546697633,0.421847593450438
51,1,800,2,0.15,0.2,4,1.2432290724679458,0.6901928480477716,0.37456878113190545,0.015760119025558687,0.4026270788004127,0.42851521242412377
52,2,800,2,0.15,0.2,4,1.2429910582085237,0.8527743906194835,0.39275338557113487,-0.0007682997712997263,0.4386428709838789,0.4352601443124956
53,3,800,2,0.15,0.2,4,1.2420983475727683,0.45252760931866864,0.3899424054899063,0.028913582543771164,0.43533558613532525,0.4455055628785202
54,4,800,2,0.15,0.2,4,1.250563223846332,0.57690140843556,0.388356610792446,0.011388186883406407,0.4132578910551827,0.43614277255515804
55,5,800,2,0.15,0.2,4,1.263303981088497,0.9164786564005377,0.3685049437840507,-0.0011498634117052345,0.42837498056493667,0.4278330409542116
56,6,800,2,0.15,0.2,4,1.2503194624119072,0.6741628828894782,0.37456878113190545,0.023077495230280205,0.40368860117768246,0.42937401066597974
57,7,800,2,0.15,0.2,4,1.252780516737175,0.6847372196085799,0.35329558101074093,0.0016489495122107966,0.42937401066597974,0.43260515285219653
58,8,800,2,0.15,0.2,4,1.2539567119973956,0.7271230882227316,0.3657960795264511,-0.0015430424563900303,0.4049595044106351,0.4145094980721835
59,9,800,2,0.15,0.2,4,1.2333026075848195,0.5057107953234448,0.36528639045758815,0.005201434646590972,0.4022969632661943,0.3991301429857027
60,0,1000,2,0.15,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
61,1,1000,2,0.15,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
62,2,1000,2,0.15,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
63,3,1000,2,0.15,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
64,4,1000,2,0.15,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
65,5,1000,2,0.15,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
66,6,1000,2,0.15,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
67,7,1000,2,0.15,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
68,8,1000,2,0.15,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
69,9,1000,2,0.15,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
70,0,1200,2,0.15,0.2,4,1.2576591785572853,0.6354321988036111,0.3715003707675353,0.0050244996978521155,0.41335484646416487,0.4400148468084098
71,1,1200,2,0.15,0.2,4,1.2475722471227408,0.9261422854794258,0.369347025341854,0.004417078943218128,0.4112204191786462,0.4289351341258353
72,2,1200,2,0.15,0.2,4,1.2441584913013226,0.8979288182860607,0.3939909763939297,0.003295455114844615,0.430904670141356,0.447004731097451
73,3,1200,2,0.15,0.2,4,1.2480163785017058,0.6015100533365679,0.39444439941118975,0.002142640715201705,0.42447844858042244,0.4400831499842546
74,4,1200,2,0.15,0.2,4,1.2476100982635592,0.502133953791871,0.36766376643803766,0.004359545315530971,0.4089580902224084,0.41325272248081846
75,5,1200,2,0.15,0.2,4,1.2445330370486551,0.5551706130949393,0.36173720153613675,-0.0007904944511709874,0.4098032801972805,0.4224458453238307
76,6,1200,2,0.15,0.2,4,1.2455019790247475,0.8035846554035357,0.3817322782770625,-0.0004667282476485617,0.4355422723529157,0.4424099133463171
77,7,1200,2,0.15,0.2,4,1.245533947527864,0.9363067953564949,0.3919040734259221,-0.0010637380688483862,0.42645722499030864,0.42866316630752965
78,8,1200,2,0.15,0.2,4,1.249444696414132,0.8444155791812513,0.37784457307724734,0.002142640715201705,0.42447844858042244,0.44682918449732545
79,9,1200,2,0.15,0.2,4,1.2509461565136304,0.9037848112472364,0.35157510971883355,-0.0011467533723334106,0.3918853737635917,0.40891796717227186
80,0,1400,2,0.15,0.2,4,1.2521730566647553,0.551919810652396,0.3705561386203788,-0.0006840274118293871,0.41374324121177447,0.44248514978290837
81,1,1400,2,0.15,0.2,4,1.2351750615998074,0.8841296471945146,0.37974619927939934,-0.00040526112068568895,0.41594470091947805,0.42895410124313565
82,2,1400,2,0.15,0.2,4,1.2513699781226577,0.8923291882083423,0.36884956014487025,-0.00046499218238669007,0.40255161611359697,0.4136831249208693
83,3,1400,2,0.15,0.2,4,1.2407160675682756,0.8678490139992862,0.3828430596703443,0.001846608415990106,0.42499110710697907,0.45017503524073654
84,4,1400,2,0.15,0.2,4,1.2461660923697757,0.8545097719071316,0.3795371362118354,0.0006461925626143316,0.43751703077818554,0.4623755137909392
85,5,1400,2,0.15,0.2,4,1.242670264259061,0.8796027244897847,0.3774678749829308,-0.0007388964061045822,0.41558078307757346,0.43102544581973806
86,6,1400,2,0.15,0.2,4,1.2516264715466003,0.879247392377911,0.3655844487915125,0.001567587820572222,0.41821724207410965,0.4453660530402849
87,7,1400,2,0.15,0.2,4,1.249084729929885,0.45016162212689886,0.3863400447521652,0.003182605871933555,0.42881021173071543,0.43075942050867166
88,8,1400,2,0.15,0.2,4,1.2430147937360125,0.8841296471945147,0.3952798638798562,0.0025047527854720605,0.4155277887377404,0.43063866244504384
89,9,1400,2,0.15,0.2,4,1.2486039164956446,0.8762248570507734,0.3725561574900857,0.0012797432697234093,0.41179572675919,0.4344943148990695
90,0,1600,2,0.15,0.2,4,1.2403782608731284,0.46175131056919577,0.36242534405343646,-0.0005606315673257233,0.40255083714629963,0.41717377300409825
91,1,1600,2,0.15,0.2,4,1.2446097307063508,0.444064888422821,0.39302805453322187,0.0017936244872035563,0.418787797190538,0.4270775889804417
92,2,1600,2,0.15,0.2,4,1.2501353581837256,0.49709034455385404,0.3699118306163073,0.004387546821910351,0.4106412330566097,0.41715044492140035
93,3,1600,2,0.15,0.2,4,1.2443524358294662,0.4605834215964279,0.38527253712664,-0.0004954962822892393,0.4206811518534647,0.4306135586176089
94,4,1600,2,0.15,0.2,4,1.2410246566023102,0.8764453540479011,0.3746313566866006,-0.0008229265797108675,0.418805409638478,0.4372275112531088
95,5,1600,2,0.15,0.2,4,1.246458754817218,0.44912513331791026,0.3699214197044479,-0.0004954962822892393,0.4107207602940284,0.418787797190538
96,6,1600,2,0.15,0.2,4,1.244771498391714,0.8658115417122274,0.3964414051698498,-0.0006671233154601289,0.4274179961680875,0.43737943412210756
97,7,1600,2,0.15,0.2,4,1.2524443321800913,0.8627227070787665,0.39014003055490193,0.0005093601475474927,0.4326129209941784,0.43625257518576055
98,8,1600,2,0.15,0.2,4,1.2467617741609667,0.4802276674757403,0.3669979358397202,-0.0008162843311752512,0.41550321487238956,0.42875536716125673
99,9,1600,2,0.15,0.2,4,1.2435887331616313,0.3570664571968148,0.36102875491108616,0.0017936244872035563,0.4237575922646935,0.4337994084625358
