,step,n_samples,n_centers,n_features,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
444,4,1200,8,10,8,0.2,20,3.9254943320052256,0.0,0.9940352961214407,0.17721100444038274,0.9872706146633431,0.0
445,5,1200,8,10,8,0.2,20,4.083142956633314,0.0,0.9925128601305273,0.21412390371925047,0.9925128601305273,0.0
446,6,1200,8,10,8,0.2,20,4.106929376248752,0.4019911354317415,1.0,0.20281869773960015,1.0,0.0
447,7,1200,8,10,8,0.2,20,4.065207735208345,0.4816080809642294,0.9975670774449619,0.1398489202932252,0.9975670774449619,0.0
448,8,1200,8,10,8,0.2,20,4.145309122413668,0.49894182358784045,0.9940352961214407,0.1286487167166704,0.989754114262507,0.0
449,9,1200,8,10,8,0.2,20,3.9795064817494312,0.48160808096422936,0.9975670774449621,0.06508140700052306,1.0,0.0
450,0,900,2,12,2,0.2,24,3.344384405230975,1.0,1.0,0.0,1.0,0.9819651476167792
451,1,900,2,12,2,0.2,24,3.5897140808888324,1.0,1.0,0.0,1.0,0.9395274660558944
452,2,900,2,12,2,0.2,24,2.834631233207937,1.0,1.0,0.0,1.0,0.9729658404304424
453,3,900,2,12,2,0.2,24,3.2157954798352772,1.0,1.0,0.0,1.0,0.9431134258746708
454,4,900,2,12,2,0.2,24,2.9711235839809556,1.0,1.0,0.0,1.0,1.0
455,5,900,2,12,2,0.2,24,3.2854575793607608,1.0,1.0,0.0,1.0,0.9784196838028024
456,6,900,2,12,2,0.2,24,3.1442122685939435,1.0,1.0,0.0,1.0,0.9898039037187604
457,7,900,2,12,2,0.2,24,3.082416412881401,1.0,1.0,0.0,1.0,1.0
458,8,900,2,12,2,0.2,24,3.366310411537228,1.0,0.988594739752593,0.0,1.0,0.9260109162845435
459,9,900,2,12,2,0.2,24,2.5268408000924123,1.0,1.0,0.0,1.0,0.9784196838028024
460,0,1300,2,8,2,0.2,16,2.58424446515862,0.9916976958773089,0.9916976958773092,0.0,0.9916976958773092,0.9916976958773092
461,1,1300,2,8,2,0.2,16,2.741393625252956,1.0,1.0,0.0,1.0,0.9958632633521991
462,2,1300,2,8,2,0.2,16,3.011965393863353,0.8781386341153083,0.8745787231137259,0.0,0.8284524211123762,0.08956579676729426
463,3,1300,2,8,2,0.2,16,2.3662236537107844,1.0,1.0,0.0,1.0,1.0
464,4,1300,2,8,2,0.2,16,2.1864602482947473,1.0,1.0,0.0,1.0,0.9699465951337223
465,5,1300,2,8,2,0.2,16,2.914099145400457,0.9916976958773089,0.9674233283038275,0.0,0.9849346737592053,0.9621223726500541
466,6,1300,2,8,2,0.2,16,2.3818270893096547,1.0,1.0,0.0,1.0,0.9784586004917551
467,7,1300,2,8,2,0.2,16,2.4757902685353264,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
468,8,1300,2,8,2,0.2,16,2.6029665773512294,1.0,1.0,0.0,1.0,1.0
469,9,1300,2,8,2,0.2,16,2.5240889977974534,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
470,0,1400,3,7,3,0.2,14,2.16767437044398,0.733219287681954,1.0,-1.078710241876221e-15,1.0,1.0
471,1,1400,3,7,3,0.2,14,2.3859747328669956,0.7335812981447939,0.9554472367970737,-1.078710241876221e-15,0.9617230736284712,0.9469702422665892
472,2,1400,3,7,3,0.2,14,2.460926824960788,0.733219287681954,0.9835387754694331,-1.078710241876221e-15,0.9881883971234506,0.9804487141023139
473,3,1400,3,7,3,0.2,14,2.2186022824963882,0.7335812981447939,0.9763051520613572,-1.078710241876221e-15,0.9953482939356191,0.981980075775928
474,4,1400,3,7,3,0.2,14,1.7550785087289704,0.9906979949014784,0.9835429880020312,-1.078710241876221e-15,0.9915990746162785,0.9835429880020312
475,5,1400,3,7,3,0.2,14,2.294213696481681,0.7335812981447939,0.9233065001960212,-1.078710241876221e-15,0.9341809788906422,0.6259810778654523
476,6,1400,3,7,3,0.2,14,2.2409134462321934,0.733219287681954,0.9881904724058144,-1.078710241876221e-15,0.9953482939356191,0.9915990746162785
477,7,1400,3,7,3,0.2,14,2.5422687163522903,0.7171693698463469,0.9589277403532139,-1.078710241876221e-15,0.9736154243371808,0.696840444350495
478,8,1400,3,7,3,0.2,14,2.0066194369261328,0.7335812981447939,0.9953482939356191,-1.078710241876221e-15,0.9953482939356191,0.9953482939356191
479,9,1400,3,7,3,0.2,14,1.811179333996525,1.0,1.0,-1.078710241876221e-15,1.0,1.0
480,0,1100,2,6,2,0.2,12,2.4144233304461427,0.9342765025114158,0.8383824558786541,0.0,0.8498119337239093,0.8616429136718369
481,1,1100,2,6,2,0.2,12,1.9793001432716275,1.0,0.9826321856400518,0.0,0.9904064323771764,0.982632185640052
482,2,1100,2,6,2,0.2,12,2.2941399733826717,0.9625923438644559,0.8955597877466291,0.0,0.9239998886103873,0.9000900203385418
483,3,1100,2,6,2,0.2,12,1.9062518599909117,1.0,1.0,0.0,1.0,0.9567623996091696
484,4,1100,2,6,2,0.2,12,2.449752561020742,1.0,0.975544551611795,0.0,0.9904064323771764,0.975544551611795
485,5,1100,2,6,2,0.2,12,2.09298776691603,1.0,1.0,0.0,1.0,0.9707162151217249
486,6,1100,2,6,2,0.2,12,2.128363911038207,1.0,0.9826321856400518,0.0,1.0,0.982632185640052
487,7,1100,2,6,2,0.2,12,2.0723814687900646,1.0,0.9689027312052838,0.0,1.0,0.9689027312052838
488,8,1100,2,6,2,0.2,12,1.9584700619935327,1.0,1.0,0.0,1.0,1.0
489,9,1100,2,6,2,0.2,12,2.1433051479316467,1.0,0.9904064323771764,0.0,1.0,0.9904064323771764
490,0,1100,4,6,4,0.2,12,2.706652948612588,0.0,0.9249768088883423,0.0,0.9158674682592574,0.5711160039375992
491,1,1100,4,6,4,0.2,12,2.615259836619686,0.5765650370871993,0.9694738259168798,0.0845057158423256,0.9576877059418573,0.0
492,2,1100,4,6,4,0.2,12,2.4341898656937095,0.6662279121198111,0.9716228431433448,0.04980825227862408,0.959539292459591,0.0
493,3,1100,4,6,4,0.2,12,2.961895532201731,0.5765650370871993,0.9515422541534967,0.026074424278323714,0.9515422541534968,0.0
494,4,1100,4,6,4,0.2,12,3.1554285517943814,1.0,1.0,0.4116956713508284,1.0,0.5765650370871993
495,5,1100,4,6,4,0.2,12,2.7577781516465167,0.6558576136654742,0.9424891529924306,0.09433195812863919,0.9246870341224617,0.5765650370871993
496,6,1100,4,6,4,0.2,12,2.8103696625892884,0.0,0.9697908861570456,0.09244149927201428,0.9697908861570456,0.0
497,7,1100,4,6,4,0.2,12,2.89969826846724,0.6604353803802762,0.950337964350671,0.048135400276780135,0.9631078110083665,0.0
498,8,1100,4,6,4,0.2,12,2.8313939100126175,0.0,0.9847560771375453,0.15181317181890103,0.9847560771375453,0.5765650370871993
499,9,1100,4,6,4,0.2,12,3.0977611759044223,0.9956480214892611,0.9956480214892611,0.22874088930470088,0.9956480214892611,0.0
500,0,900,3,5,3,0.2,10,2.050192653633745,0.7083595254110844,0.8697835512878237,-1.0105685473254649e-16,0.8457982277200223,0.5408881072293511
501,1,900,3,5,3,0.2,10,1.7672304585017948,0.7333380258885636,0.9588918948780525,0.0330175285136639,0.966245357643604,0.9588918948780524
502,2,900,3,5,3,0.2,10,2.1110859491146563,0.7167819816555819,0.8549405769999556,-1.0105685473254649e-16,0.8169435058215476,0.7100550251266264
503,3,900,3,5,3,0.2,10,1.6585867459061612,1.0,0.9761694030979242,0.08606869779207107,0.9829583990944849,0.9761694030979242
504,4,900,3,5,3,0.2,10,1.2700052466553082,0.9932061563365056,0.966245357643604,0.45067984660533916,0.966245357643604,0.966245357643604
505,5,900,3,5,3,0.2,10,2.086650293961374,0.9932061563365056,0.978443866819907,-1.0105685473254649e-16,0.9932061563365056,0.9864139614095292
506,6,900,3,5,3,0.2,10,1.5575590542427593,0.7333380258885636,0.84481701337614,0.019202283765620963,0.8250139521696905,0.725290773904358
507,7,900,3,5,3,0.2,10,1.654775218470765,0.7333380258885636,0.9241640050425629,-1.0105685473254649e-16,0.9126875996019541,0.9317676491110444
508,8,900,3,5,3,0.2,10,1.8550429031592077,0.7190612330677841,0.8882681803784541,0.019202283765620963,0.9198203499217275,0.9084929538699434
509,9,900,3,5,3,0.2,10,2.178230198232159,0.7333380258885636,0.9179730675646568,-1.0105685473254649e-16,0.9152464079296853,0.7121125763818992
510,0,1300,2,8,2,0.2,16,2.58424446515862,0.9916976958773089,0.9916976958773092,0.0,0.9916976958773092,0.9916976958773092
511,1,1300,2,8,2,0.2,16,2.741393625252956,1.0,1.0,0.0,1.0,0.9958632633521991
512,2,1300,2,8,2,0.2,16,3.011965393863353,0.8781386341153083,0.8745787231137259,0.0,0.8284524211123759,0.08956579676729426
513,3,1300,2,8,2,0.2,16,2.3662236537107844,1.0,1.0,0.0,1.0,1.0
514,4,1300,2,8,2,0.2,16,2.1864602482947473,1.0,1.0,0.0,1.0,0.9699465951337223
515,5,1300,2,8,2,0.2,16,2.914099145400457,0.9916976958773089,0.9674233283038275,0.0,0.9849346737592053,0.9621223726500541
516,6,1300,2,8,2,0.2,16,2.3818270893096547,1.0,1.0,0.0,1.0,0.9784586004917551
517,7,1300,2,8,2,0.2,16,2.4757902685353264,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
518,8,1300,2,8,2,0.2,16,2.6029665773512294,1.0,1.0,0.0,1.0,1.0
519,9,1300,2,8,2,0.2,16,2.5240889977974534,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
520,0,1200,2,8,2,0.2,16,2.5884609983541598,0.9911017078685256,0.9911017078685256,0.0,0.9911017078685256,0.9911017078685256
521,1,1200,2,8,2,0.2,16,2.7417724988291083,0.9911017078685256,1.0,0.0,1.0,0.9708360281906717
522,2,1200,2,8,2,0.2,16,3.0152624296512065,0.8781329789465463,0.8704708041705482,0.0,0.8180619017860445,0.12302895125096978
523,3,1200,2,8,2,0.2,16,2.3727053339232937,1.0,1.0,0.0,1.0,0.9702983564561498
524,4,1200,2,8,2,0.2,16,2.1802331563895185,1.0,1.0,0.0,1.0,0.9726442004263117
525,5,1200,2,8,2,0.2,16,2.9199008263187425,0.9772697512162112,0.9540960491770283,0.0,0.9710771182418033,0.9540960491770283
526,6,1200,2,8,2,0.2,16,2.3854980804865833,1.0,0.9911017078685256,0.0,1.0,0.971454730609534
527,7,1200,2,8,2,0.2,16,2.479734193167851,1.0,1.0,0.0,1.0,1.0
528,8,1200,2,8,2,0.2,16,2.6027717805325716,1.0,1.0,0.0,1.0,1.0
529,9,1200,2,8,2,0.2,16,2.5298413368842123,1.0,0.9911017078685256,0.0,1.0,0.9911017078685256
530,0,1300,2,7,2,0.2,14,2.56045542102105,0.9674233283038275,0.9472338240639325,0.0,0.9621223726500541,0.9472338240639326
531,1,1300,2,7,2,0.2,14,2.4513202490978117,1.0,0.9849346737592053,0.0,0.9849346737592053,0.9849346737592053
532,2,1300,2,7,2,0.2,14,2.610340160849115,0.9472338240639326,0.9164048874586675,0.0,0.9043494589828133,0.9164048874586675
533,3,1300,2,7,2,0.2,14,2.2349270450115086,1.0,0.9916976958773092,0.0,1.0,0.9916976958773092
534,4,1300,2,7,2,0.2,14,2.228690016073738,1.0,1.0,0.0,1.0,1.0
535,5,1300,2,7,2,0.2,14,2.2632373210271766,1.0,1.0,0.0,1.0,1.0
536,6,1300,2,7,2,0.2,14,2.62720819501956,0.9916976958773089,0.9787525948706838,0.0,0.9729477351123836,0.9037130674221614
537,7,1300,2,7,2,0.2,14,2.763903502908761,0.9787525948706838,0.908305337098926,0.0,0.9520510233066382,0.0
538,8,1300,2,7,2,0.2,14,2.1347093302523317,1.0,0.9916976958773092,0.0,1.0,0.9916976958773092
539,9,1300,2,7,2,0.2,14,2.2829354170284906,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
540,0,1300,2,7,2,0.2,14,2.56045542102105,0.9674233283038275,0.9472338240639325,0.0,0.9621223726500541,0.9472338240639326
541,1,1300,2,7,2,0.2,14,2.4513202490978117,1.0,0.9849346737592053,0.0,0.9849346737592053,0.9849346737592053
542,2,1300,2,7,2,0.2,14,2.610340160849115,0.9472338240639326,0.9164048874586675,0.0,0.9043494589828133,0.9164048874586675
543,3,1300,2,7,2,0.2,14,2.2349270450115086,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
544,4,1300,2,7,2,0.2,14,2.228690016073738,1.0,1.0,0.0,1.0,1.0
545,5,1300,2,7,2,0.2,14,2.2632373210271766,1.0,1.0,0.0,1.0,1.0
546,6,1300,2,7,2,0.2,14,2.62720819501956,0.9916976958773089,0.9787525948706838,0.0,0.9729477351123836,0.9037130674221614
547,7,1300,2,7,2,0.2,14,2.763903502908761,0.9787525948706838,0.9083053370989259,0.0,0.9520510233066382,0.0
548,8,1300,2,7,2,0.2,14,2.1347093302523317,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
549,9,1300,2,7,2,0.2,14,2.2829354170284906,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
550,0,1100,2,7,2,0.2,14,2.5529156833729183,0.975544551611795,0.9507191935187508,0.0,0.9689027312052839,0.9625923438644559
551,1,1100,2,7,2,0.2,14,2.4575126603213597,0.9904064323771764,0.975544551611795,0.0,0.982632185640052,0.975544551611795
552,2,1100,2,7,2,0.2,14,2.606004074450051,0.9507191935187508,0.9239998886103873,0.0,0.9046969886513254,0.9239998886103873
553,3,1100,2,7,2,0.2,14,2.228813598490406,1.0,0.9904064323771764,0.0,1.0,0.9904064323771764
554,4,1100,2,7,2,0.2,14,2.2383582112373035,1.0,1.0,0.0,1.0,1.0
555,5,1100,2,7,2,0.2,14,2.262579250599607,1.0,1.0,0.0,1.0,1.0
556,6,1100,2,7,2,0.2,14,2.614817838026964,0.982632185640052,0.9625923438644559,0.0,0.9625923438644559,0.9315341814693094
557,7,1100,2,7,2,0.2,14,2.762385161797052,0.9826321856400518,0.9141611982203784,0.0,0.9565460087428238,0.0924136168378161
558,8,1100,2,7,2,0.2,14,2.143293438534154,1.0,1.0,0.0,1.0,1.0
559,9,1100,2,7,2,0.2,14,2.289838825663863,1.0,0.9904064323771764,0.0,1.0,1.0
560,0,1000,3,6,3,0.2,12,2.3107156558527895,0.7332037453413731,0.9577752201428911,1.1463900032190148e-15,0.9621417432246447,0.7332037453413731
561,1,1000,3,6,3,0.2,12,2.1236262635398298,0.7154835779387648,0.973231209456354,1.1463900032190148e-15,0.968767858941356,0.9732312094563542
562,2,1000,3,6,3,0.2,12,2.1298708226450356,0.7337097087878175,0.926968628544696,1.1463900032190148e-15,0.9527127896165957,0.6890129993258954
563,3,1000,3,6,3,0.2,12,2.0918454542061644,0.7337097087878175,0.9937916163564401,1.1463900032190148e-15,1.0,0.9937916163564401
564,4,1000,3,6,3,0.2,12,2.400860575521102,0.7332037453413731,0.9732326028255988,1.1463900032190148e-15,1.0,0.7060996095866161
565,5,1000,3,6,3,0.2,12,1.7054196601035463,1.0,1.0,1.1463900032190148e-15,1.0,1.0
566,6,1000,3,6,3,0.2,12,1.995069364153785,0.7337097087878175,0.9439039446531402,1.1463900032190148e-15,0.9467641599331619,0.9439039446531402
567,7,1000,3,6,3,0.2,12,2.1131024065488964,0.7337097087878175,0.9781801171357971,1.1463900032190148e-15,0.9888473650715078,0.9781801171357971
568,8,1000,3,6,3,0.2,12,2.16109572445205,0.7337097087878175,0.9606908519688335,1.1463900032190148e-15,0.968961142949477,0.9433526842686741
569,9,1000,3,6,3,0.2,12,1.6579763650181634,1.0,1.0,1.1463900032190148e-15,1.0,1.0
570,0,700,2,7,2,0.2,14,2.5504958482457596,1.0,0.9858511978853756,0.0,0.9858511978853756,0.9685676038869442
571,1,700,2,7,2,0.2,14,2.4414039986550584,1.0,0.9858511978853756,0.0,1.0,0.9858511978853756
572,2,700,2,7,2,0.2,14,2.575228564515825,0.9458548911417552,0.937281098629444,0.0,0.937281098629444,0.9088215813955839
573,3,700,2,7,2,0.2,14,2.235500703174598,1.0,1.0,0.0,1.0,1.0
574,4,700,2,7,2,0.2,14,2.2202469080457394,1.0,1.0,0.0,1.0,1.0
575,5,700,2,7,2,0.2,14,2.267903446602203,1.0,0.9858511978853756,0.0,1.0,0.9858511978853756
576,6,700,2,7,2,0.2,14,2.6241719901638705,0.9858511978853755,0.9643525591015221,0.0,0.9858511978853755,0.9474334739894155
577,7,700,2,7,2,0.2,14,2.776607559039955,0.9458548911417552,0.8714984193509288,0.0,0.8848083529828038,0.0
578,8,700,2,7,2,0.2,14,2.151829265709064,1.0,1.0,0.0,1.0,1.0
579,9,700,2,7,2,0.2,14,2.2696153273667394,1.0,1.0,0.0,1.0,0.928345548289406
580,0,700,3,3,3,0.2,6,1.6010881447409688,0.6353132140506805,0.7843290364072001,0.431190298141862,0.29438181389292545,0.6031016579127396
581,1,700,3,3,3,0.2,6,1.4376733696348225,0.7161937415327795,0.8236341005048317,0.5356976807932361,0.7483817264228882,0.6728708773478902
582,2,700,3,3,3,0.2,6,1.4781538395463187,0.6933679703763449,0.6857426882961257,0.4482655791832522,0.6852201304929569,0.6411721384029938
583,3,700,3,3,3,0.2,6,1.1676493115191604,0.9915866439080476,0.9790564426255353,0.7029064571195348,0.9790564426255353,0.9790564426255353
584,4,700,3,3,3,0.2,6,1.3715533102469224,0.9915894531493792,0.960055038635397,0.6213506837486859,0.9831845488637436,0.960055038635397
585,5,700,3,3,3,0.2,6,1.1878082675490211,0.7337216396227106,0.7937515727580629,0.5876094054911101,0.7519573082593902,0.6181541415219375
586,6,700,3,3,3,0.2,6,1.3719520257613784,0.9442946378784053,0.8724280026459151,0.602627706619089,0.8603684477755865,0.8886667693625304
587,7,700,3,3,3,0.2,6,1.4453474289675354,1.0,0.9640582524498525,0.622016456993755,0.9831787891205306,0.9526706918236969
588,8,700,3,3,3,0.2,6,1.055865697063215,0.9118180595131176,0.902394382768635,0.6156173514558948,0.8917266744785118,0.9100444101173907
589,9,700,3,3,3,0.2,6,1.3723891721080035,0.706289896044181,0.7739943670467248,0.482757305368945,0.7822412320186578,0.6645498523127381
590,0,500,2,5,2,0.2,10,2.16261774062383,0.8972816901231154,0.8512474974145677,0.0,0.8599297703352561,0.8264525220407315
591,1,500,2,5,2,0.2,10,1.8682069297837889,1.0,1.0,0.0,1.0,1.0
592,2,500,2,5,2,0.2,10,2.3019401650172915,0.5095090226859282,0.5072744443727251,0.0,0.3723842834333152,0.04585191035741008
593,3,500,2,5,2,0.2,10,1.751503578616141,1.0,1.0,0.0,1.0,1.0
594,4,500,2,5,2,0.2,10,1.298543196246425,1.0,1.0,0.0,1.0,0.9834161173609763
595,5,500,2,5,2,0.2,10,1.8395560367198136,0.9663166255728519,0.9290225016886735,0.0,0.9290225016886736,0.902219908906577
596,6,500,2,5,2,0.2,10,1.7507183659720125,0.9811556718246087,0.952988637824269,0.0,0.9529886378242691,0.9440005959685932
597,7,500,2,5,2,0.2,10,1.5569344286168372,1.0,1.0,0.0,1.0,1.0
598,8,500,2,5,2,0.2,10,1.7897056593338352,1.0,1.0,0.0,1.0,0.9162293201493608
599,9,500,2,5,2,0.2,10,2.2812323665543883,0.7628140430034379,0.7289020605432591,0.0,0.7283056466870659,0.0
600,0,500,4,5,4,0.2,10,2.44123180592023,2.5627412030513496e-15,0.9525312352136278,0.12163218925119369,0.9521012469129096,0.5758440058424185
601,1,500,4,5,4,0.2,10,2.6309845613866107,0.5758440058424185,0.9915360705807535,0.1544297789906115,0.98508516686866,0.8564272624229415
602,2,500,4,5,4,0.2,10,2.1065321097827208,0.6544558411137662,0.888059581091661,0.0337441069300669,0.8745848059336189,0.7907171680551753
603,3,500,4,5,4,0.2,10,2.4164218076884674,0.6544558411137663,0.9441145027435285,0.09992113085098692,0.9176298290607533,0.6190640983344354
604,4,500,4,5,4,0.2,10,2.6338739315524426,1.0,0.9915360705807535,0.5240651801644044,0.9915360705807535,0.8564272624229415
605,5,500,4,5,4,0.2,10,2.666614507472466,2.5627412030513496e-15,0.900473909770045,0.04507069754401766,0.8929070839977431,2.5627412030513496e-15
606,6,500,4,5,4,0.2,10,2.2531592038865194,2.5627412030513496e-15,0.9356584718629047,0.14710060176938722,0.916462966916142,0.5758440058424185
607,7,500,4,5,4,0.2,10,2.594135571253657,2.5627412030513496e-15,0.9915360705807535,0.31356530782508013,0.9850851668686601,0.5758440058424185
608,8,500,4,5,4,0.2,10,2.5940002004513896,0.6314595629223243,0.961750661402716,0.08180961900847959,0.9508931550234786,2.5627412030513496e-15
609,9,500,4,5,4,0.2,10,2.20083075361695,0.665697207903757,0.9850851668686601,0.08543812020784033,0.9915360705807535,0.6383464862100781
610,0,300,2,4,2,0.2,8,2.018134243743893,0.7280401604194966,0.6600683003644753,0.0,0.6518386493868353,0.08653529949951179
611,1,300,2,4,2,0.2,8,1.8763421633988946,0.9487296732702047,0.8482554258646036,0.0,0.8938790388937221,0.8627423036081134
612,2,300,2,4,2,0.2,8,1.8998664854868221,0.8938790388937221,0.8081015108926131,0.0,0.8627423036081134,0.8779111584693444
613,3,300,2,4,2,0.2,8,1.8108539705925546,0.820996403072459,0.8081015108926131,0.0,0.7956334872879172,0.8627423036081134
614,4,300,2,4,2,0.2,8,1.71198228375192,0.9710245035703121,0.928953508653138,0.0,0.9487296732702047,0.9487296732702047
615,5,300,2,4,2,0.2,8,1.4827092910129178,1.0,0.928953508653138,0.0,0.9710245035703119,0.946640967223933
616,6,300,2,4,2,0.2,8,1.4248660159864035,1.0,0.9710245035703121,0.0,1.0,0.9153073831952881
617,7,300,2,4,2,0.2,8,1.6355261241062493,1.0,1.0,0.0,1.0,1.0
618,8,300,2,4,2,0.2,8,1.4029145183492946,1.0,1.0,0.0,1.0,0.9360123601193194
619,9,300,2,4,2,0.2,8,2.03455801982845,0.6118027969670576,0.5852876796284338,0.0,0.535812979969456,0.039740041237260756
620,0,200,2,4,2,0.2,8,1.958564790620158,0.7123645529599807,0.6580381333028378,5.125482406103424e-15,0.6175661395466264,0.08234722227771363
621,1,200,2,4,2,0.2,8,1.911597167185123,0.9288666847637899,0.8341601851561757,5.125482406103424e-15,0.8552428154830716,0.877761889219493
622,2,200,2,4,2,0.2,8,1.936894896150107,0.7436160336448759,0.7601512023619559,5.125482406103424e-15,0.6975435842891452,0.7773793411625972
623,3,200,2,4,2,0.2,8,1.792342387815483,0.959418425497274,0.8552428154830716,5.125482406103424e-15,0.795383166441012,0.8552428154830716
624,4,200,2,4,2,0.2,8,1.715709370349664,1.0,0.959418425497274,5.125482406103424e-15,0.959418425497274,0.9155991329436164
625,5,200,2,4,2,0.2,8,1.4582177167835066,1.0,1.0,5.125482406103424e-15,1.0,0.875355421397948
626,6,200,2,4,2,0.2,8,1.4309084257538194,1.0,1.0,5.125482406103424e-15,1.0,0.959418425497274
627,7,200,2,4,2,0.2,8,1.6202241057908011,1.0,1.0,5.125482406103424e-15,1.0,1.0
628,8,200,2,4,2,0.2,8,1.4175599853939147,1.0,1.0,5.125482406103424e-15,1.0,1.0
629,9,200,2,4,2,0.2,8,2.0270139371674567,0.5800784790335457,0.5211995620020803,5.125482406103424e-15,0.47060880318336407,0.05128869668784901
630,0,100,2,4,2,0.2,8,1.9623569075787994,0.806544631545166,0.6272831386244587,-1.2813706015258949e-15,0.6413695420697776,-1.2813706015258949e-15
631,1,100,2,4,2,0.2,8,1.863424395291513,1.0,0.9286022516535728,-1.2813706015258949e-15,1.0,0.8010217961835845
632,2,100,2,4,2,0.2,8,1.9349753338135602,0.8773072618436142,0.9286022516535728,-1.2813706015258949e-15,0.7946207065282215,0.15118885890166348
633,3,100,2,4,2,0.2,8,1.8678449444467347,0.9286022516535728,0.8335429056980594,-1.2813706015258949e-15,0.9286022516535728,0.8773072618436142
634,4,100,2,4,2,0.2,8,1.777366430980115,1.0,1.0,-1.2813706015258949e-15,1.0,0.8436992254702282
635,5,100,2,4,2,0.2,8,1.4635005271802117,1.0,1.0,-1.2813706015258949e-15,1.0,1.0
636,6,100,2,4,2,0.2,8,1.4240178025819281,1.0,1.0,-1.2813706015258949e-15,1.0,1.0
637,7,100,2,4,2,0.2,8,1.6135747433595922,1.0,1.0,-1.2813706015258949e-15,1.0,0.9072852266134607
638,8,100,2,4,2,0.2,8,1.433132907318465,1.0,1.0,-1.2813706015258949e-15,1.0,0.9652638115020862
639,9,100,2,4,2,0.2,8,2.011559159956684,0.5948536586032955,0.61612165978259,-1.2813706015258949e-15,0.3683182771815126,0.12487333788051697
640,0,100,2,3,2,0.2,6,1.7043612188821664,0.61612165978259,0.3348257860214994,-1.2813706015258949e-15,0.5474828232495427,-1.2813706015258949e-15
641,1,100,2,3,2,0.2,6,1.607217859439159,0.5064979736086269,0.5064979736086269,-1.2813706015258949e-15,0.5064979736086269,0.6964105874134143
642,2,100,2,3,2,0.2,6,1.5495916004757424,0.7559202555796879,0.6572373895017841,-1.2813706015258949e-15,0.7946207065282215,0.6338567591153682
643,3,100,2,3,2,0.2,6,1.5665154361081224,1.0,0.9286022516535728,-1.2813706015258949e-15,0.8773072618436142,0.8935611120190107
644,4,100,2,3,2,0.2,6,1.395062017257801,1.0,0.8773072618436142,-1.2813706015258949e-15,0.9286022516535728,0.8451463847688993
645,5,100,2,3,2,0.2,6,1.000953944258892,1.0,1.0,0.15477069809033242,1.0,1.0
646,6,100,2,3,2,0.2,6,1.326807653436446,0.9286022516535728,0.8335429056980594,0.09761159296020483,0.8335429056980594,0.8436992254702282
647,7,100,2,3,2,0.2,6,1.5283350964256548,1.0,0.7946207065282215,-1.2813706015258949e-15,0.8335429056980594,0.829786337193753
648,8,100,2,3,2,0.2,6,0.9190441328665223,1.0,1.0,0.17704692359477434,1.0,1.0
649,9,100,2,3,2,0.2,6,1.5223757538066887,0.6894791494633862,0.6572373895017841,-1.2813706015258949e-15,0.5728775906815547,0.7631083245723181
650,0,100,3,3,3,0.2,6,1.6101373357600732,0.570121254141723,0.6800752038092566,1.6898239204179783e-15,0.560114629420458,0.6373511924279427
651,1,100,3,3,3,0.2,6,1.4287545668865522,0.7338803454122863,0.7469274821264758,1.6898239204179783e-15,0.7248067383220199,0.7396518168752243
652,2,100,3,3,3,0.2,6,1.4667577988636342,0.7338803454122863,0.7562906830014988,1.6898239204179783e-15,0.7267793157405822,0.6866448357301069
653,3,100,3,3,3,0.2,6,1.1789754359016722,1.0,0.9291166339890623,0.25584874552832576,0.9291166339890623,0.9095318619319067
654,4,100,3,3,3,0.2,6,1.3211486431891108,1.0,0.9582819805084655,0.3319690311805018,1.0,0.9582819805084655
655,5,100,3,3,3,0.2,6,1.1165884131169435,0.7338803454122863,0.8068529287580488,0.35325712181973995,0.784044880697645,0.5653912577215935
656,6,100,3,3,3,0.2,6,1.3537389544772163,0.9165371587921382,0.8877630890342469,0.2111092233009493,0.887763089034247,0.8877630890342469
657,7,100,3,3,3,0.2,6,1.3003456633732053,1.0,1.0,0.08700032918500913,1.0,0.9657929401693168
658,8,100,3,3,3,0.2,6,1.0013629601121081,0.7338803454122863,0.8844175986899446,0.3559181710051604,0.8844175986899446,0.7338803454122863
659,9,100,3,3,3,0.2,6,1.3705130511587003,0.7338803454122863,0.865788816718746,0.1543104019491157,0.8489892147538971,0.865788816718746
660,0,200,2,4,2,0.2,8,1.958564790620158,0.7123645529599807,0.6580381333028378,5.125482406103424e-15,0.6175661395466264,0.08234722227771363
661,1,200,2,4,2,0.2,8,1.911597167185123,0.9288666847637899,0.8341601851561757,5.125482406103424e-15,0.8552428154830716,0.877761889219493
662,2,200,2,4,2,0.2,8,1.936894896150107,0.7436160336448759,0.7601512023619559,5.125482406103424e-15,0.6975435842891452,0.7773793411625972
663,3,200,2,4,2,0.2,8,1.792342387815483,0.959418425497274,0.8552428154830716,5.125482406103424e-15,0.795383166441012,0.8552428154830716
