,AMI,tmax
77,0.3980831898917253,8
78,0.38037287220321275,8
79,0.3880520249963684,8
80,0.8444534036362775,9
81,0.3731175491941486,9
82,0.5602772654657087,9
83,0.84093448200038,9
84,0.7495116040101136,9
85,0.7315902303498726,9
86,0.7579073732483198,9
87,0.3764889561853836,9
88,0.7819319811766603,9
89,0.8172176347937788,9
90,0.5756790036890947,10
91,0.6528649962135161,10
92,0.40447959982977577,10
93,0.8767178033486016,10
94,0.7527409090134101,10
95,0.7400253203126962,10
96,0.7743731224669747,10
97,0.7443835827155008,10
98,0.3831252958734134,10
99,0.5500969192197335,10
100,0.84945222657122,11
101,0.6657199729317957,11
102,0.3851755388362124,11
103,0.8944722530847432,11
104,0.8474901283041545,11
105,0.7621573483279852,11
106,0.8088909668431501,11
107,0.43206304770713405,11
108,0.8421921315260451,11
109,0.8319202434092096,11
110,0.84945222657122,12
111,0.6355462262915383,12
112,0.6961848878899548,12
113,0.4681537348645667,12
114,0.772863223906597,12
115,0.7911522781588155,12
116,0.8375969496850806,12
117,0.6114228212426642,12
118,0.8473624012863533,12
119,0.8817418437124539,12
120,0.8607749758524091,13
121,0.6676339613175399,13
122,0.7268881286014209,13
123,0.9126498038812535,13
124,0.8585981727262025,13
125,0.7958736084485087,13
126,0.8944722530847432,13
127,0.5348829355045519,13
128,0.8585981727262024,13
129,0.49411386804893304,13
130,0.882279928367341,14
131,0.6585325818711822,14
132,0.490150023043707,14
133,0.4951663294418799,14
134,0.8879862609735325,14
135,0.815606194772516,14
136,0.8944722530847432,14
137,0.6999807260432084,14
138,0.869847127289704,14
139,0.9063926496273429,14
140,0.8767178033486016,15
141,0.6585325818711822,15
142,0.47772968611044536,15
143,0.9126498038812535,15
144,0.8879862609735325,15
145,0.8105351830308478,15
146,0.9083901585618882,15
147,0.5778448212106998,15
148,0.864448659102813,15
149,0.9063926496273429,15
150,0.882279928367341,16
151,0.5892748855359424,16
152,0.5069320078937797,16
153,0.5125634940970245,16
154,0.8879862609735325,16
155,0.8209866659149335,16
156,0.9083901585618882,16
157,0.564314896598798,16
158,0.8831973810917466,16
159,0.9063926496273429,16
160,0.8767178033486016,17
161,0.5823677389043365,17
162,0.3995543594250219,17
163,0.5132352755938382,17
164,0.8879862609735325,17
165,0.7969233370242432,17
166,0.9398867303090874,17
167,0.564314896598798,17
168,0.9126498038812535,17
169,0.9131755446641079,17
170,0.882279928367341,18
171,0.6156940101148514,18
172,0.40605049133208443,18
173,0.5151644923505031,18
174,0.8879862609735325,18
175,0.8181457363821131,18
176,0.9398867303090874,18
177,0.564314896598798,18
178,0.9126498038812535,18
179,0.9131755446641079,18
180,0.8767178033486016,19
181,0.6302369284893115,19
182,0.4079096541386075,19
183,0.4413158484501393,19
184,0.8879862609735325,19
185,0.8239695663549407,19
186,0.4620036067422695,19
187,0.5511521457102703,19
188,0.5269516870206823,19
189,0.9131755446641079,19
190,0.8767178033486016,20
191,0.5430420982140949,20
192,0.5580241358650425,20
193,0.5094332929386807,20
194,0.5259718023123154,20
195,0.8590240396540486,20
196,0.9398867303090874,20
197,0.5555003552018418,20
198,0.5119759856875128,20
199,0.9131755446641079,20
200,0.882279928367341,21
201,0.5430420982140949,21
202,0.46823573200562446,21
203,0.9194358348919567,21
204,0.5397440121031487,21
205,0.8597440467333577,21
206,0.9398867303090874,21
207,0.4409247094488898,21
208,0.5119759856875128,21
209,0.4917219192491176,21
210,0.882279928367341,22
211,0.5499085517576424,22
212,0.4341274011050626,22
213,0.4982989631477718,22
214,0.5467850986819469,22
215,0.8597440467333577,22
216,0.9398867303090874,22
217,0.5576890709273068,22
218,0.6010289896217923,22
219,0.48731278004427725,22
220,0.8879862609735325,23
221,0.5568760155953194,23
222,0.47876583606999334,23
223,0.49671435490494387,23
224,0.5362733336947159,23
225,0.8815644270065885,23
226,0.9398867303090874,23
227,0.5576890709273068,23
228,0.5140873881178003,23
229,0.544522770504481,23
230,0.8879862609735325,24
231,0.547608678147468,24
232,0.48457565278997,24
233,0.49671435490494387,24
234,0.5661009782123255,24
235,0.87603873477352,24
236,0.9398867303090874,24
237,0.5576890709273068,24
238,0.512074415993878,24
239,0.49138050838189207,24
240,0.8879862609735325,25
241,0.547608678147468,25
242,0.486527154147765,25
243,0.5177305602739589,25
244,0.5259718023123154,25
245,0.8704798466283028,25
246,0.9398867303090874,25
247,0.5555003552018418,25
248,0.5119759856875128,25
249,0.5489397175484119,25
250,0.8879862609735325,26
251,0.5453199012838507,26
252,0.47876583606999334,26
253,0.5177305602739589,26
254,0.528239327272374,26
255,0.865051955852272,26
256,0.9398867303090874,26
257,0.5576890709273068,26
258,0.5119759856875128,26
259,0.49568459818349025,26
260,0.8879862609735325,27
261,0.547608678147468,27
262,0.4768438993367201,27
263,0.5176583398678978,27
264,0.5305178234862888,27
265,0.8537194140927472,27
266,0.9398867303090874,27
267,0.5576890709273068,27
268,0.5119759856875128,27
269,0.5489397175484119,27
270,0.8879862609735325,28
271,0.5545420919686657,28
272,0.47112116594153786,28
273,0.5177491421454529,28
274,0.528239327272374,28
275,0.8537194140927472,28
276,0.9398867303090874,28
277,0.5576890709273068,28
278,0.5140873881178003,28
279,0.5146758380217328,28
280,0.8879862609735325,29
281,0.9142663572131309,29
282,0.46922773110525007,29
283,0.5178080468939038,29
284,0.5269575168693909,29
285,0.8597440467333577,29
286,0.9398867303090874,29
287,0.5576890709273068,29
288,0.5119759856875128,29
289,0.5188302205357042,29
290,0.8879862609735325,30
291,0.9142663572131309,30
292,0.5653861756214043,30
293,0.48457565278997,30
294,0.5269575168693909,30
295,0.8597440467333577,30
296,0.9398867303090874,30
297,0.5576890709273068,30
298,0.5119759856875128,30
299,0.5230198725137398,30
